DBA Name,Inspection Date,Results,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,Address,City,State,Zip,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Stop Everyday,2020-08-19,Pass,TRUE,FALSE,FALSE,66 E Jackson Blvd,CHICAGO,IL,60604.0,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE AN EMPLOYEE HEALTH POLICY THAT INCLUDES A SIGNED ACKNOWLEDGEMENT FROM EACH EMPLOYEE. PRIORITY FOUNDATION. 7.38.010. NO CITATION ISSUED.",41.8783751009744,-87.6252344135519,STOP EVERYDAY,66 E JACKSON BLVD,POINT (-87.6252344135519 41.8783751009744),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
"611 S Wells,  Llc",2020-05-14,Pass W/ Conditions,TRUE,FALSE,FALSE,611 S Wells St,CHICAGO,IL,60607.0,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT AND DIARRHEA CLEAN UP PROCEDURE ON PREMISES AS REQUIRED; MUST PROVIDE.  INSTRUCTED THE PERSON IN CHARGE THAT A VOMIT AND DIARRHEA CLEAN UP PROCEDURE MUST BE DOCUMENTED AND THE NECESSARY SUPPLIES ON HAND IN THE EVENT OF A VOMIT AND DIARRHEAL INCIDENT ON PREMISES.    PRIORITY FOUNDATION VIOLATION 7-38-005. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED AN OPENING AT THE BOTTOM LEFT SIDE OF THE UTILITY SINK; SEAL OPENING.  OBSERVED AN OPENING AROUND THE PIPES UNDERNEATH THE WASHROOM SINK; SEAL OPENING AROUND THE PIPES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED NO WALL COVING ALONG THE BASE OF THE WALL IN THE UTILITY SINK AREA; MUST PROVIDE.  OBSERVED NO WALL COVING AT THE WALL (POST) NEAR THE FRONT COUNTER; MUST PROVIDE COVING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NO FLOOR DRAIN COVER AT FLOOR DRAIN IN THE UTILITY CLOSET; MUST PROVIDE A FLOOR DRAIN COVER.",41.874242987184,-87.6334765302734,611 S WELLS LLC,611 S WELLS ST,POINT (-87.6334765302734 41.874242987184),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Walgreen #15567,2020-04-21,Pass W/ Conditions,TRUE,FALSE,FALSE,122 S Michigan Ave Bldg,CHICAGO,IL,60603.0,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEA PROCEDURE OR CLEANING MATERIALS TO CLEAN UP SAID INCIDENT ON SITE. FACILITY MUST PROVIDE PROCEDURES AND CLEANING MATERIALS (GLOVES, MASK, DISPOSABLE MOP, DISINFECTANT RATED FOR NOROVIRUS) FOR EMPLOYEES TO FOLLOW AND USE WHEN RESPONDING TO VOMITING OR DIARRHEAL EVENTS. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION VIOLATION. 7-38-005. NO CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: FOUND NO THERMOMETER INSIDE WALK-IN COOLER. INSTRUCTED MANAGER TO PROVIDE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND 1 OF 2 HANDWASHING SINK WATER TEMPERATURE AT 82F LOCATED IN WOMEN'S WASHROOM. INSTRUCTED MANAGER TO MAINTAIN HOT WATER TEMPERATURE OF 100F AT ALL TIMES.",41.8802633721846,-87.624504980387,WALGREEN 15567,122 S MICHIGAN AVE BLDG,POINT (-87.624504980387 41.8802633721846),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Gushal Inc.,2020-04-16,Pass W/ Conditions,TRUE,FALSE,FALSE,151 N Michigan Ave,CHICAGO,IL,60601.0,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO CLEAN UP SUPPLIES OR PROCEDURES ONSITE FOR VOMITING OR DIARRHEA EVENTS. INSTRUCTED TO PROVIDE SUPPLIES AND POST PROCEDURES FOR EMPLOYEES TO FOLLOW. PRIORITY FOUNDATION. 7-38-005  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND DEBRIS ON FLOOR IN REAR STORAGE AREA, INSTRUCTED TO CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND EXCESSIVE CLUTTER IN REAR STORAGE AREA, INSTRUCTED TO ELEVATE ITEMS 6"" OFF FLOOR AND REMOVE OR ORGANIZE CLUTTER, AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND DUST ACCUMULATION ON CEILING VENTS THROUGHOUT, INSTRUCTED TO CLEAN AND MAINTAIN.  | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: FOUND NO INSPECTION SUMMARY POSTED ON WALL FOR PUBLIC VIEWING, INSTRUCTED TO KEEP INSPECTION SUMMARY POSTED AT ALL TIMES AND MAINTAIN. PRIORITY FOUNDATION 7-42-010(B)",41.8845401105924,-87.6243085224603,GUSHAL INC,151 N MICHIGAN AVE,POINT (-87.6243085224603 41.8845401105924),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Urban Pantry,2019-08-20,Pass W/ Conditions,TRUE,FALSE,FALSE,730 S Clark St,CHICAGO,IL,60605.0,,41.8727806140662,-87.6307715124298,URBAN PANTRY,730 S CLARK ST,POINT (-87.6307715124298 41.8727806140662),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Munchies,2018-09-24,Pass W/ Conditions,TRUE,FALSE,FALSE,151 N Franklin St,CHICAGO,IL,60606.0,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14. NO EMPLOYEE HEALTH POLICY ON SITE, INSTRUCTED TO OBTAIN. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 NO VOMIT/ DIARRHEA CLEANUP POLICY ON SITE, INSTRUCTED TO OBTAIN",41.8844994926551,-87.6352335760181,MUNCHIES,151 N FRANKLIN ST,POINT (-87.6352335760181 41.8844994926551),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Metromart Newsstand,2018-07-24,Out Of Business,TRUE,FALSE,FALSE,2 N La Salle St,CHICAGO,IL,60602.0,,41.8819922982529,-87.632506626701,METROMART NEWSSTAND,2 N LA SALLE ST,POINT (-87.632506626701 41.8819922982529),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Navkar Food Inc,2018-07-20,Pass W/ Conditions,TRUE,FALSE,FALSE,69 W Washington St,CHICAGO,IL,60602.0,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY. INSTRUCTED TO OBTAIN. PRIORITY FOUNDATION VIOLATION ISSUED A 90 day grace period was given for all new priority and priority foundation violations. Citations will be issued on the next inspection after the 90 day grace period for these violations. (New violations are marked with an asterisk*) | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT DIARRHEA CLEAN UP KIT NO PROCEDURE. INSTRUCTED TO OBTAIN. PRIORITY FOUNDATION VIOLATION. A 90 day grace period was given for all new priority and priority foundation violations. Citations will be issued on the next inspection after the 90 day grace period for these violations. (New violations are marked with an asterisk*)",41.883100479248300,-87.6301472292721,NAVKAR FOOD INC,69 W WASHINGTON ST,POINT (-87.6301472292721 41.883100479248306),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Ins Wacker-101 N Wacker,2018-06-05,Pass,TRUE,FALSE,FALSE,101 N Wacker Dr,CHICAGO,IL,60606.0,,41.8832343477685,-87.6366490618587,INS WACKER101 N WACKER,101 N WACKER DR,POINT (-87.6366490618587 41.8832343477685),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Jay Candy Store,2017-12-28,Pass,TRUE,FALSE,FALSE,120 W Madison St,CHICAGO,IL,60602.0,,41.8820811365572,-87.6315134139163,JAY CANDY STORE,120 W MADISON ST,POINT (-87.6315134139163 41.8820811365572),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Jalaram Newsstand Inc.,2017-12-28,Out Of Business,TRUE,FALSE,FALSE,203 N La Salle St,CHICAGO,IL,60601.0,,41.885822047853,-87.6323037350857,JALARAM NEWSSTAND INC,203 N LA SALLE ST,POINT (-87.6323037350857 41.885822047853),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Mid City Cards And Gifts,2016-09-15,Pass,TRUE,FALSE,FALSE,1 S Wacker Dr,CHICAGO,IL,60606.0,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments:  LOWER WALLS NOT CLEAN OF DEBRIS BEHIND POP STORAGE ON 11 FL STORAGE ROOM.MUST CEAN/MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: POPS AND BOTTLED WATER STORED ON FLOORS IN DRY STORAGE ROOM ON 11TH FL.MUST INSTALL ADEQUATE SHELING TO ELEVATE OFF FLOORS AT LEAST 6-INCHES.",41.8818862274625,-87.6366183304802,MID CITY CARDS AND GIFTS,1 S WACKER DR,POINT (-87.6366183304802 41.8818862274625),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Travel Traders #3127,2016-06-23,Pass,TRUE,FALSE,FALSE,151 W Adams St,CHICAGO,IL,60603.0,,41.8792900732957,-87.6323627252998,TRAVEL TRADERS 3127,151 W ADAMS ST,POINT (-87.6323627252998 41.8792900732957),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Sagar & Neel Corporation,2015-12-14,Pass,TRUE,FALSE,FALSE,230 W Monroe St,CHICAGO,IL,60606.0,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND SANITIZE THE INTERIOR OF THE MICROWAVE OVEN IN THE REAR AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST REPLACE FLOOR RUNNERS IN FACILITY IN FRONT OF THE REACH-IN COOLERS AND IN FRONT OF THE CHIPS, SNACKS AND CANDY AISLES IN THE STORE. FOUND IN POOR REPAIR. MUST BE SMOOTH AND EASILY CLEANABLE.",41.8807571586472,-87.6347092983425,SAGAR NEEL CORPORATION,230 W MONROE ST,POINT (-87.6347092983425 41.8807571586472),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Happy Snacks,2015-05-04,Out Of Business,TRUE,FALSE,FALSE,210 S Clark St,CHICAGO,IL,60604.0,,41.8790662091024,-87.6309573573244,HAPPY SNACKS,210 S CLARK ST,POINT (-87.6309573573244 41.8790662091024),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Jay Candy Store,2015-02-24,Out Of Business,TRUE,FALSE,FALSE,309 W Washington St,CHICAGO,IL,60606.0,,41.8830946028448,-87.6356326607493,JAY CANDY STORE,309 W WASHINGTON ST,POINT (-87.6356326607493 41.8830946028448),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Munchies,2015-02-24,Out Of Business,TRUE,FALSE,FALSE,1 N Wacker Dr,CHICAGO,IL,60606.0,,41.881951876486,-87.6366203494024,MUNCHIES,1 N WACKER DR,POINT (-87.6366203494024 41.881951876486),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
News Stand,2015-01-07,Pass,TRUE,FALSE,FALSE,70 W Madison St,CHICAGO,IL,60602.0,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOOR IN REAR UNCLEAN. CLEAN AND MAINTAIN FLOORS. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: OBSERVED 1 REFRIGERATOR WITHOUT THERMOMETER. INSTALL AND MAINTAIN THERMOMETERS IN ALL REFRIGERATORS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER IN REAR UNDER SINK. REMOVE ANY UNECESSARY ARTICLES SO FLOOR CAN BE CLEANED AND MAINTAINED IN A SANITARY CONDITION.",41.882093367301300,-87.6303916446268,NEWS STAND,70 W MADISON ST,POINT (-87.6303916446268 41.882093367301295),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Prahem Inc.,2014-12-19,Out Of Business,TRUE,FALSE,FALSE,8 S Michigan Ave,CHICAGO,IL,60603.0,,41.8818995233182,-87.6245070078967,PRAHEM INC,8 S MICHIGAN AVE,POINT (-87.6245070078967 41.8818995233182),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Travel Traders  #3059,2014-12-08,Out Of Business,TRUE,FALSE,FALSE,200 N Columbus Dr,CHICAGO,IL,60601.0,,41.88600583342550,-87.6208289567407,TRAVEL TRADERS 3059,200 N COLUMBUS DR,POINT (-87.6208289567407 41.88600583342551),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Wabash Pantry,2014-12-05,Out Of Business,TRUE,FALSE,FALSE,203 N Wabash Ave,CHICAGO,IL,60601.0,,41.8858282928023,-87.6261382624879,WABASH PANTRY,203 N WABASH AVE,POINT (-87.6261382624879 41.8858282928023),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
"Zorin,Inc.",2014-08-07,Pass,TRUE,FALSE,FALSE,141 W Jackson Blvd,CHICAGO,IL,60604.0,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST REMOVE CARPET FROM STORAGE AREA FLOOR.  MUST BE SMOOTH AND EASILY CLEANABLE.",41.8780256552608,-87.6320622862669,ZORININC,141 W JACKSON BLVD,POINT (-87.6320622862669 41.8780256552608),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Munchies,2013-12-31,Pass,TRUE,FALSE,FALSE,111 S Wacker Dr,CHICAGO,IL,60606.0,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING ALONG THE WALL BASE AND IN CORNER TO REMOVE DEBRIS.",41.8803340992066,-87.6365802377203,MUNCHIES,111 S WACKER DR,POINT (-87.6365802377203 41.8803340992066),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
One Stop Mart,2013-11-19,Pass,TRUE,FALSE,FALSE,207 W Jackson Blvd,CHICAGO,IL,60606.0,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING IN THE STORAGE CLOSETS TO REMOVE DUST AND DEBRIS.",41.8780065930507,-87.6339669097471,ONE STOP MART,207 W JACKSON BLVD,POINT (-87.6339669097471 41.8780065930507),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Chicago Downtown Framstand,2013-11-18,Out Of Business,TRUE,FALSE,FALSE,66 E Randolph St,CHICAGO,IL,60601.0,,41.8846084709297,-87.6254744795753,CHICAGO DOWNTOWN FRAMSTAND,66 E RANDOLPH ST,POINT (-87.6254744795753 41.8846084709297),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Rise N Roll Bakery,2013-11-15,Out Of Business,TRUE,FALSE,FALSE,42 S Clark St,CHICAGO,IL,60603.0,,41.8809508293963,-87.6310054694865,RISE N ROLL BAKERY,42 S CLARK ST,POINT (-87.6310054694865 41.8809508293963),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
"786 Maaaayaaaa,Inc.,",2013-09-27,Pass,TRUE,FALSE,FALSE,33 W Monroe St,CHICAGO,IL,60603.0,,41.880616005740100,-87.62904942472,786 MAAAAYAAAAINC,33 W MONROE ST,POINT (-87.62904942472 41.880616005740094),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Munchies,2013-07-23,Pass,TRUE,FALSE,FALSE,155 N Wacker Dr,CHICAGO,IL,60606.0,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING UNDER POP CRATES IN REAR STORAGE ROOM TO REMOVE DEBRIS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ORGANIZE STOCK IN REAR STORAGE ROOM, ELEVATE STOCK 6""OFF THE FLOOR AND AWAY FROM WALL FOR CLEANING AND PEST MONITORING. POP CRATES ARE NOT ACCEPTABLE FOR ELEVATION.",41.8846156170513,-87.6366823578003,MUNCHIES,155 N WACKER DR,POINT (-87.6366823578003 41.8846156170513),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Gateway,2012-11-02,Pass,TRUE,FALSE,FALSE,30 S Wacker Dr,CHICAGO,IL,60606.0,,41.8814072116349,-87.6371550932466,GATEWAY,30 S WACKER DR,POINT (-87.6371550932466 41.8814072116349),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
"Cn Discounts, Inc",2012-09-11,Pass,TRUE,FALSE,FALSE,55 E Randolph St,CHICAGO,IL,60601.0,,41.8843876187293,-87.6258688494919,CN DISCOUNTS INC,55 E RANDOLPH ST,POINT (-87.6258688494919 41.8843876187293),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Travel Traders #534,2012-07-27,Pass,TRUE,FALSE,FALSE,151 E Wacker Dr Fl,CHICAGO,IL,60601.0,"40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MISSING REFRIGERATION THERMOMETR AT RACH-IN COOLERS, INSTRUCTED TO INSTALL IN WARMEST PART WHERE IT CAN BE MONITORED.",41.8879998873485,-87.6225651325596,TRAVEL TRADERS 534,151 E WACKER DR FL,POINT (-87.6225651325596 41.8879998873485),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Shivani Food Inc.,2012-05-29,Pass,TRUE,FALSE,FALSE,150 S Wacker Dr,CHICAGO,IL,60606.0,,41.8794108457744,-87.6371039574841,SHIVANI FOOD INC,150 S WACKER DR,POINT (-87.6371039574841 41.8794108457744),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Syed' Store,2011-01-04,Pass,TRUE,FALSE,FALSE,180 N Wabash Ave,CHICAGO,IL,60601.0,,41.885353703982900,-87.6264132854074,SYED STORE,180 N WABASH AVE,POINT (-87.6264132854074 41.885353703982894),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
R & R Stores,2010-12-17,Pass,TRUE,FALSE,FALSE,181 W Madison St,CHICAGO,IL,60602.0,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND INTERIOR BOTTOM OF REACH IN COOLER NOT CLEAN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT 50TH FLOOR STORAGE AREAS.",41.8818406300371,-87.6332550894132,R R STORES,181 W MADISON ST,POINT (-87.6332550894132 41.8818406300371),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Travel Traders #532,2010-10-25,Pass,TRUE,FALSE,FALSE,720 S Michigan Ave,CHICAGO,IL,60605.0,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    Found floors not clean along walls at storage areas. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.    Found unnecessary clutter stored inside storge areas.(old boxes etc.)",41.8727988693548,-87.6243378103102,TRAVEL TRADERS 532,720 S MICHIGAN AVE,POINT (-87.6243378103102 41.8727988693548),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Shantara Corp,2010-10-08,Pass,TRUE,FALSE,FALSE,50 W Congress Pkwy,CHICAGO,IL,60605.0,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Found no backflow prevention device at coffee machine. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Found no thermometer inside reach in cooler.,41.8757346083737,-87.6294391189333,SHANTARA CORP,50 W CONGRESS PKWY,POINT (-87.6294391189333 41.8757346083737),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Mangino'S,2010-09-13,Out Of Business,TRUE,FALSE,FALSE,29 N Wacker Dr,CHICAGO,IL,60606.0,,41.8830910058911,-87.6366459283262,MANGINOS,29 N WACKER DR,POINT (-87.6366459283262 41.8830910058911),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
Chicago Metro Mart Inc,2010-08-18,Pass,TRUE,FALSE,FALSE,111 N Wabash Ave,CHICAGO,IL,60602.0,,41.8835264917474,-87.6260821967873,CHICAGO METRO MART INC,111 N WABASH AVE,POINT (-87.6260821967873 41.8835264917474),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,
