DBA Name,Address,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Five Star Certified,935 W 87Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2019-05-28,Pass W/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED MANAGER TO PROVIDE CLEAN UP POLICY AND SUPPLIES. PRIORITY FOUNDATION 7-38-005 | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DAMAGED AND MISSING FLOOR TILES INSIDE WALK-IN COOLER AND IN REAR STORAGE AREA. INSTRUCTED MANAGR TO REPLACE MISSING FLOOR TILES AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT (REFRIGERATOR, STOVE, BARBECUE GRILL, TIRES,ETC) STORED IN REAR STORAGE AREAS. INSTRUCTED MANAGER TO REMOVE ALL UNNECESSARY ARTICLES AND EQUIPMENT TO PREVENT PEST HARBORAGE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO MECHANICAL VENTILATION IN BOTH WASHROOMS. INSTRUCTED MANAGER TO PROVIDE MECHANCAL VENTILATION IN WASHROOMS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO LIGHTING INSIDE WALK-IN COOLER. INSTRUCTED MANAGER TO PROVIDE ADEQUATE LIGHTING IN WALK-IN COOLER.",41.7359084057072,-87.64742288027,FIVE STAR CERTIFIED,935 W 87TH ST,POINT (-87.64742288027 41.7359084057072),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Phillips 66,8645 S Ashland Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2019-03-22,Out Of Business,,41.7362789520655,-87.6629299592214,PHILLIPS 66,8645 S ASHLAND AVE,POINT (-87.6629299592214 41.7362789520655),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
"Habibi Grocery, Inc",8701 S Racine Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2018-03-22,Pass,,41.7358465385275,-87.6531909230637,HABIBI GROCERY INC,8701 S RACINE AVE,POINT (-87.6531909230637 41.7358465385275),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Sally'S Food,1000 W 79Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2017-12-28,Pass,,41.7506784646526,-87.6489514311002,SALLYS FOOD,1000 W 79TH ST,POINT (-87.6489514311002 41.7506784646526),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Five Starz Foods,7855 S Halsted St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2017-01-06,Pass,,41.7509898520062,-87.6439045933847,FIVE STARZ FOODS,7855 S HALSTED ST,POINT (-87.6439045933847 41.7509898520062),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Excel,8643 S Racine Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2016-09-30,Out Of Business,,41.7364803295356,-87.653209736898,EXCEL,8643 S RACINE AVE,POINT (-87.653209736898 41.7364803295356),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Corner Food,1626 W 79Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2016-09-20,Out Of Business,,41.7504489085448,-87.6646237830372,CORNER FOOD,1626 W 79TH ST,POINT (-87.6646237830372 41.7504489085448),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Sweet Rewards,1648 W 79Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2016-01-05,Out Of Business,,41.7504385750826,-87.6653857704044,SWEET REWARDS,1648 W 79TH ST,POINT (-87.6653857704044 41.7504385750826),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
"Halsted C Store,Inc",8255-8259 S Halsted St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2014-12-02,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  DISPLAY STORAGE SHELES AT WINDOW NOT CLEAN OF EXCESSIVE DEBRIS.MUST CLEAN/MAINTAIN.ALSO INTERIOR DOORS INSIDE REACH IN COOLER NOT CLEAN OF DEBRIS.MUST CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments:  WALLS NOT CLEAN OF DEBRIS BY EXPOSE HAND SINK COFFEE STATION AND WASHROOMS,COOLER AREA WALLS.MUST CLEAN/MAINTAIN.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO BACK FLOW PREVENTER DEVICE FOR COFFEE EQUIPMENT.MUST INSTALL.",41.7435654509573,-87.643689654938,HALSTED C STOREINC,82558259 S HALSTED ST,POINT (-87.643689654938 41.7435654509573),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Fresh Choice Grocery & Merchandise,7800 S Ashland Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2013-08-19,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHTS AND LIGHT SHIELDS MISSING AT CEILING IN DISPLAY AREA. MUST PROVIDE   | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: TOILET ROOM DOOR WITHOUT SELF-CLOSING DEVICE. MUST PROVIDE SAME.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MOP SINK WITHOUT BACKFLOW DEVICE. MUST PROVIDE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL CLUTTER AND UNUSED EQUIPMENT WHERE NECESSARY, OR PROPERLY STORE AND MAINTAIN AT ALL TIMES.",41.7520811970632,-87.6636244368665,FRESH CHOICE GROCERY MERCHANDISE,7800 S ASHLAND AVE,POINT (-87.6636244368665 41.7520811970632),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
Sutton Opare,8058 S Racine Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2012-02-06,Out Of Business,,41.7469475656864,-87.6537878889077,SUTTON OPARE,8058 S RACINE AVE,POINT (-87.6537878889077 41.7469475656864),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
All City Hip Hop Fashion,1519 W 79Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2011-01-24,Pass,,41.7502685165659,-87.6618403897401,ALL CITY HIP HOP FASHION,1519 W 79TH ST,POINT (-87.6618403897401 41.7502685165659),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
M & M Foodmart Ii,1642 W 79 St Fl,TRUE,FALSE,FALSE,CHICAGO,IL,60620.0,2010-06-01,Pass,,41.750441827466500,-87.6651338648033,M M FOODMART II,1642 W 79 ST FL,POINT (-87.6651338648033 41.750441827466496),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,
