DBA Name,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Apple Food Mart,5255 W MADISON ST,TRUE,FALSE,TRUE,5255 W Madison St,CHICAGO,IL,60644.0,2024-12-16,Pass W/ Conditions,"22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED APPROXIMATELY 10 LBS OF SLICED DELI MEAT, 4 LBS SOUR CREAM, AND 4 CARTONS EGGS AT IMPROPER TEMPERATURE DURING THE TIME OF INSPECTION AND STORED IN REFRIGERATOR STORED IN THE GROCERY/PREP AREA. NOTED TEMPERATURES RANGING BETWEEN 48.9-53F. INSTRUCTED TO HOLD ALL COLD TCS FOODS @ 41F OR BELOW AND MAINTAIN. PRIORITY VIOLATION. #7-38-005. CITATION ISSUED.  | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED COOLING UNIT @ 50F DURING TIME OF INSPECTION WHILE STORING TCS FOODS (EGGS, DELI MEAT, SOURCREAM. INSTRUCTED TO DISCONTINUE USE OF EQUIPMENT AND REPAIR TP 41F OR BELOW AS REQUIRED. UNIT TAGGED AND HELD FOR INSPECTION. PRIORITY VIOLATION. #7-38-005. CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETERS INSIDE COOLING UNITS ON PREMISE. INSTRUCVTED TO PROVIDE AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED INTERNAL SURFACES OF DELI MEAT COOLER AS WELL AS COOLER WITH PRODUCE, EGGS, PACKAGED TCS FOODS IN WITH ACCUMULATED DRIED FOOD DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR DRAIN IN REAR STORAGE AREA WITH HEAVYILY ACCUMUALTED ORGANIC MATTER. INSTRUCTED TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSEREVD EXCESSIVE CLUTTER ON PREP TABLE SHELVING UNITS IN PREP AREA. INSTRUCTED TO REMOVE ALL UNNECESARY ITEMS, ORGANIZE AND MAINTAIN",41.8802365438658,-87.7572203921175,APPLE FOOD MART,POINT (-87.7572203921175 41.8802365438658),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Division Food & Grocery Mart,56065612 W DIVISION ST,TRUE,FALSE,FALSE,5606-5612 W Division St,CHICAGO,IL,60651.0,2024-12-16,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B) OBSERVED NO THERMOMERTER IN THE REFRIGERATOR UNIT ALONG THE WEST WALL IN THE BACK OF THE FACILITY. INSTRUCTED TO PROVIDE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-602.11(A; B:1-4,6,7; C; D)  OBSERVED NO FOOD LABELS ON CONTAINERS WITH CONDIMENTS (MAYO, KETCHUP, ETC.). INSTRUCTED TO PROVIDE. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: 4-502.13 OBSERVED SINGLE SERVICE USE ARTICLES (SMALL RECTANGULAR PINK AND WHITE FOAM PLATES) NOT STORED PROPERLY. INSTRUCTED TO INVERT AND STORE PROPERLY. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19 OBSERVED CRATES WITH SODA POP ON THE FLOOR IN THE DRY STORAGE AREA. INSTRUCTED TO STORE 6 INCHES OFF THE FLOOR. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-102.11  OBSERVED PLASTIC GROCERY BAGS USED TO STORE FOOD ITEMS IN THE FREEZER NEAR THE BACK STORAGE AND EMPLOYEE BREAK ROOM AREA. INSTRUCTED TO STORE FOOD ITEMS IN FOOD GRADE CONTAINERS/FREEZER BAGS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11  OBSERVED BROKEN/CRACKED/WATER STAINED CEILING TILES THROUGHOUT THE FACILITY. INSTRUCTED TO REPLACE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114  OBSERVED UNNECESSARY ITEMS/CLUTTER (OLD/INUSED EQUIPMENT) STORED IN THE BACK OF THE FACILITY. INSTRUCTED TO REMOVE FROM THE FACILITY. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-501.14  OBSERVED VENTS OVER THE SMALL GRILL/FRYER AREA WITH BUILD UP OF GREASE. INSTRUCTED TO REPLACE/CLEAN AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 OBSERVED EMPLOYEE ON DUTY WITH NO FOOD HANDLERS CERTIFICATE. INSTRUCTED TO PROVIDE.",41.9022506896928,-87.7659509237617,DIVISION FOOD GROCERY MART,POINT (-87.7659509237617 41.9022506896928),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
R&M Mart,56045606 W CHICAGO AVE,TRUE,FALSE,TRUE,5604-5606 W Chicago Ave,CHICAGO,IL,60647.0,2024-12-13,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HAND SOAP, DISPOSABLE PAPER TOWELS, AND HANDWASHING SIGNAGE PROVIDED AT THE FOLLOWING SINKS NOT DESIGNATED FOR HANDWASHING: 3-COMPARTMENT SINK IN THE DELI PREP AREA, UTILITY SINK IN THE REAR AREA. INSTRUCTED TO REMOVE SOAP, PAPER TOWELS, SIGNAGE, AND OTHER HANDWASHING AIDS FROM THE LISTED SINKS AND MAINTAIN HANDWASHING AIDS AND DEVICES ONLY AT SINKS DESIGNATED FOR HANDWASHING. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED SEVERAL COLD-HOLDING UNITS THROUGHOUT GROCERY FLOOR AREA MISSING INTERNAL AMBIENT AIR THERMOMETERS. INSTRUCTED TO MAINTAIN AT LEAST ONE INTERNAL AMBIENT AIR THERMOMETER IN A CONSPICUOUS AND EASILY-VIEWABLE LOCATION IN ALL EQUIPMENT USED OR INTENDED TO COLD-HOLD TCS FOOD ITEMS AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED SEVERAL FOOD EMPLOYEES WITHOUT FOOD HANDLER TRAINING OR CERTIFICATE(S) ON-SITE. INSTRUCTED TO PROVIDE FOOD HANDLER TRAINING TO ALL FOOD EMPLOYEES AND MAINTAIN CERTIFIATE(S) ON-SITE AT ALL TIMES.",41.8949593173274,-87.7656318390601,RM MART,POINT (-87.7656318390601 41.8949593173274),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
North Avenue Food And Grocery Inc,4737 W NORTH AVE,TRUE,FALSE,FALSE,4737 W North Ave,CHICAGO,IL,60639.0,2024-11-18,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO UTILITY SINK ON SITE. INSTRUCTED TO PROVIDE.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED WASHROOM WITH NO SELF CLOSING DOOR. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP BEING STORED/DRYING IMPROPERLY. INSTRUCTED TO STORE/DRY MOP PROPERLY. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO EMPLOYEES WITH FOOD HANDLER TRAINING CERTIFICATE(S) ON SITE. INSTRUCTED ALL EMPLOYEES ARE REQUIRED TO HAVE FOOD HANDLER CERTIFICATES ON SITE",41.9095290577458,-87.7450805104931,NORTH AVENUE FOOD AND GROCERY INC,POINT (-87.7450805104931 41.9095290577458),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Cicero Big Mart,401 S CICERO AVE,TRUE,FALSE,FALSE,401 S Cicero Ave,CHICAGO,IL,60644.0,2024-10-30,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED TOILET ROOM DOOR NOT SELF CLOSING. INSTRUCTED TO PROVIDE.",41.8749572296921,-87.7449185830561,CICERO BIG MART,POINT (-87.7449185830561 41.8749572296921),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Lakeside Mart,4759 W LAKE ST,TRUE,FALSE,FALSE,4759 W Lake St,CHICAGO,IL,60644.0,2024-10-17,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED ITEMS STORED ON FLOOR IN STORAGE CLOSET INSTRUCTED TO ELEVATE AT LEAST 6 INCHES OFF FLOOR AND MAINTAIN TO PREVENT HIDING SPACES FOR PEST.",41.8865019865209,-87.7454007540256,LAKESIDE MART,POINT (-87.7454007540256 41.8865019865209),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Food For More Inc.,5126 W DIVISION ST,TRUE,FALSE,FALSE,5126 W Division St,CHICAGO,IL,60651.0,2024-09-13,Out Of Business,,41.9023742455398,-87.7543440732528,FOOD FOR MORE INC,POINT (-87.7543440732528 41.9023742455398),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Shop And Go,5435 W MADISON ST,FALSE,TRUE,TRUE,5435 W Madison St,CHICAGO,IL,60644.0,2024-08-30,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: INTRUCTED TO PROVIDE THERMOMETERS FOR COLD-HOLDING EQUIPMENT.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED TOILET ROOM DOOR NOT SELF-CLOSING. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED BASEBOARD BELOW UTILITY SINK IN REAR STORAGE AREA DETACHED.  NOTED HOLE SURROUNDING PIPING IN SAID AREA. INSTRUCTED TO ENCLOSE.",41.8801810596359,-87.7614692320302,SHOP AND GO,POINT (-87.7614692320302 41.8801810596359),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Rim Foods,5810 W NORTH AVE,TRUE,FALSE,FALSE,5810 W North Ave,CHICAGO,IL,60639.0,2024-08-23,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED WASHROOM DOOR NOT SELF-CLOSING. INSTRUCTED MANAGER TO REPAIR SELF-CLOSING DEVICE ON WASHROOM DOOR.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLES INSIDE OF UNISEX TOILET ROOM. INSTRUCTED TO PROVIDE.",41.9094229517162,-87.7707326498814,RIM FOODS,POINT (-87.7707326498814 41.9094229517162),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"Laramie Market, Inc",410 S LARAMIE AVE,FALSE,TRUE,TRUE,410 S Laramie Ave,CHICAGO,IL,60644.0,2024-07-17,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B) OBSERVED MISSING OR BROKEN THERMOMETERS INSIDE OF COOLING UNITS WITH COLD TCS (MIK, DELI MEAT, SOUR CREAM) ON THE PREMISES. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED OUTSIDE YARD AREA WITH EXCESSIVE AMOUNTS OF STORED EQUIPMENT, TRASH, COUCHES ETC. INSTRUCTED TO REMOVE ALL UNNECESSARY ITEMS AND MAINTAIN PREMISES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-303.11 OBSERVED INADEQUATE LIGHTING IN REAR STORAGE AREA OF FACILITY. INSTRUCTED TO PROVIDE AND MAINTAIN.",41.8744608292114,-87.7549900472031,LARAMIE MARKET INC,POINT (-87.7549900472031 41.8744608292114),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
La Tiendita Products Llc,5363 W NORTH AVE,TRUE,FALSE,FALSE,5363 W North Ave,CHICAGO,IL,60639.0,2024-07-08,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO SERVICE SINK ON SITE. INSTRUCTED TO INSTALL AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEAD NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.",41.9093304659811,-87.7604302269194,LA TIENDITA PRODUCTS LLC,POINT (-87.7604302269194 41.9093304659811),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Village Meat & Food,5954 W NORTH AVE,FALSE,TRUE,FALSE,5954 W North Ave,CHICAGO,IL,60639.0,2024-06-13,Pass W/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO VERIFIABLE EMPLOYEE HEALTH POLICY ON SITE AT TIME OF INSPECTION. LEFT TEMPLATE AND INSTRUCTED TO MAINTAIN COPIES OF VERIFIABLE HEALTH POLICY SIGNED BY ALL EMPLOYEES ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-010. NO CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NOTED EMPLOYEE WASHROOM ON PREMISE WITHOUT GARBAGE RECEPTACLES AND NO LIDS. INSTRUCTED TO PROVIDE TRASH CANS WITH LIDS AT ALL WOMEN WASHROOMS AND UNISEX WASHROOMS.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND AN ACCUMULATION DIRT AND OLD DEBRIS ON THE FLOOR AND CORNERS THROUGHOUT THE FACILITY. MUST DETAIL CLEAN AND MAINTAIN  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN STORAGE AREA. INSTRUCTED MANAGER TO REMOVE ALL UNUSED, UNNECSSARY EQUIPMENT AND ARTICLES TO PREVENT PEST HARBORAGE.  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES. INSTRUCTED ALL EMPLOYEES MUST COMPLETE FOOD HANDLER TRAINING AND MAINTAIN RECORDS THEREOF ON SITE AT ALL TIMES",41.909368599451500,-87.7751792962271,VILLAGE MEAT FOOD,POINT (-87.7751792962271 41.909368599451504),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
By The Hand - Austin Harvest,423 N LARAMIE AVE,TRUE,FALSE,FALSE,423 N Laramie Ave,CHICAGO,IL,60644.0,2024-05-30,Pass,16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED INTERNAL SURFACES OF ICE MACHINE IN NEED OF CLEANING. INSTRUCTED TO PROVIDE.,41.8884931104902,-87.7552161964082,BY THE HAND AUSTIN HARVEST,POINT (-87.7552161964082 41.8884931104902),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Cc Stop Shop Discount,15 S CICERO AVE,TRUE,FALSE,TRUE,15 S Cicero Ave,CHICAGO,IL,60644.0,2024-05-09,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED AN UNUSED WALK-IN COOLER (CONNECTED TO THE PREP AREA WITH EXCESSIVE ITEMS STORED THROUGHOUT. INSTRUCTED TO REMOVE UNUSED ITEMS, EQUIPMENT, AND MISCELLANEUS ITEMS. MUST MAINTAIN PREMISES TO PREVENT HIDING SPACES FOR PESTS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED WATER-STAINED CEILING TILES ABOVE THE PREP AREA AND ON THE SALES FLOOR. INSTRUCTED TO REPLACE AND MAINTAIN SMOOTH AND EASILY CLEANABLE ATTACHMENTS. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13 OBSERVED CERTIFIED FOOD MANAGER WITHOUT ALLERGEN TRAINING COMPLETION. INSTRUCTED TO OBTAIN.",41.8799670949037,-87.7451133822594,CC STOP SHOP DISCOUNT,POINT (-87.7451133822594 41.8799670949037),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Jad  Market,5757 W DIVISION ST,TRUE,FALSE,FALSE,5757 W Division St,CHICAGO,IL,60651.0,2024-05-07,Pass W/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEA SPILL KIT WITH SPRAY EFFECTIVE AGAINST NOROVIRUS ON PREMISES. INSTRUCTED TO PROVIDE AND MAINTAIN ON PREMISES AT ALL TIMES VOMIT AND DIARRHEA SPILL KIT WITH SPRAY EFFECTIVE AGAINST NOROVIRUS. PRIORITY FOUNDATION VIOLATION 7-38-005.  NO CITATION | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACKFLOW PREVENTION DEVICE ON UTILITY SINK FAUCET. INSTRUCTED TO INSTALL BACKFLOW PREVENTION DEVICE ON UTILITY SINK FAUCET SO THAT IT SHALL BE EASILY LOCATED AND SERVICED. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED WASHROOM DOOR NOT SELF-CLOSING. INSTRUCTED MANAGER TO REPAIR SELF-CLOSING DEVICE ON WASHROOM DOOR.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN REAR STORAGE AREA. INSTRUCTED MANAGER TO REMOVE ALL UNUSED, UNNECSSARY EQUIPMENT AND ARTICLES TO PREVENT PEST HARBORAGE.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO LIGHT IN THE HALLWAY LEADING TO DRY STORAGE AND WASHROOM. INSTRUCTED TO PROVIDE",41.901964031012900,-87.7703599436784,JAD MARKET,POINT (-87.7703599436784 41.901964031012895),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Walmart #5402,4650 W NORTH AVE,FALSE,TRUE,FALSE,4650 W North Ave,CHICAGO,IL,60639.0,2024-04-18,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKS UNDER THE 3 COMPARTMENT SINKS IN THE DELI AND PRODUCE AREA. INSTRUCTED TO REPAIR AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  MUST DETAIL CLEAN THE FLOORS IN THE WALK IN COOLERS IN THE PRODUCE, DELI AND BAKERY DEPARTMENT. MUST DETAIL CLEAN UNDER ALL FOOD SHELVES. MUST DETAIL CLEAN THE BACK STORAGE AREAS BEHIND AND UNDER ALL SHELVING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS ALONG WALLS AND CORNERS IN UTILITY AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.9097645270328,-87.7433762957063,WALMART 5402,POINT (-87.7433762957063 41.9097645270328),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Bobos Market Inc.,633 N CICERO AVE,TRUE,FALSE,TRUE,633 N Cicero Ave,CHICAGO,IL,60644.0,2024-04-18,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15 OBSERVED FRONT AND REAR EXIT DOOR WITH 1/4 INCH GAP BETWEEN THE DOOR AND FLOOR. INSTRUCTED RODENT-PROOF SAID DOORS TO PREVENT PEST ENTRY. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13	 OBSERVED ALL HEAVY EQUIPMENT AND PREP TABLES IN THE REAR FACILITY NEEDED CLEANING. INSTRUCTED TO REMOVE ALL SOILED RESIDUE AND ACCUMULATED BUILD-UP ON SURFACES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED EXCESSIVE CLUTTER IN THE REAR STORAGE ROOM NEAR THE REAR EXIT DOOR, AS WELL AS STORAGE SPACE ATTACHED TO THE EMPLOYEE TOILET ROOM. INSTRUCTED TO REMOVE ALL LARGE FILLED BLACK GARBAGE BAGS, UNUSED RESTAURANT EQUIPMENT (SEASONINGS, UTENSILS, ETC.), AND ALL OTHER MISCELLANEUS ITEMS. MUST ORGANIZE AND ELEVATE ALL ITEMS AT LEAST 6 INCHES OFF THE FLOOR AND MAINTAIN PRMEMISE.",41.8923180203007,-87.7455687214937,BOBOS MARKET INC,POINT (-87.7455687214937 41.8923180203007),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Omar Food Market,5960 W ROOSEVELT RD,FALSE,TRUE,TRUE,5960 W Roosevelt Rd,CHICAGO,IL,60644.0,2024-03-26,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATE STAINED, MISSING AND CEILING ATTACHMENTS WITH HOLES IN FRONT GROCERY AREA, REAR PREP AND STORAGE AREA. INSTRUCTED TO REPLACE AND MAINTAIN",41.8655694970386,-87.7740785743664,OMAR FOOD MARKET,POINT (-87.7740785743664 41.8655694970386),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Rasmiah Food,4959 W AUGUSTA BLVD,TRUE,FALSE,FALSE,4959 W Augusta Blvd,CHICAGO,IL,60651.0,2024-03-11,Out Of Business,,41.898523624477,-87.7506665862336,RASMIAH FOOD,POINT (-87.7506665862336 41.898523624477),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Two Brothers Store,5229 W NORTH AVE,TRUE,FALSE,FALSE,5229 W North Ave,Chicago,IL,60639.0,2024-03-08,Pass,,41.9093787721337,-87.7568242819968,TWO BROTHERS STORE,POINT (-87.7568242819968 41.9093787721337),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Centrals Finer Foods,345 N CENTRAL AVE,FALSE,TRUE,TRUE,345 N Central Ave,CHICAGO,IL,60644.0,2024-03-05,Pass W/ Conditions,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11  DURING RE-INSPECTION, NO CITY OF CHICAGO CERTIFIED MANAGER WAS ON SITE WITH A VALID ORIGINAL CERTIFICATE WHILE TCS FOODS WERE BEING PREPARED; I INSTRUCTED THAT A CERTIFICATE AND CERTIFICATE HOLDER SHOULD BE ON SITE AT ALL TIMES WHILE TCS FOODS (GROUND BEEF AND NACHO CHEESE) ARE BEING PREPARED. #7-38-012 CITATION ISSUED | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14(O) OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE DURING THE TIME OF INSPECTION FOR ALL FOOD AND CONDITIONAL EMPLOYEES. INSTRUCTED TO PROVIDE AND MAINTAIN ON-SITE FOR REVIEW. PRIORITY FOUNDATION VIOLATION. #7-38-010. CITATION ISSUED | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13 OBSERVED INTERIOR SURFACES OF ALL COOLING/FREEZER UNITS WITH ACCUMULATED DRIED FOOD DEBRIS. INSTRUCTED TO CLEAN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED EXCESSIVE CLUTTER IN REAR STORAGE SPACE NEAR WALK-IN COOLER, INSTRUCTED TO CLEAN AND REMOVE ITEMS TO PREVENT PEST HARBORAGE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-303.11 OBSERVED INADEQUATE LIGHTING IN REAR STORAGE SPACE BY WALK-IN COOLER DOOR AND UTILITY SINK. INSTRUCTED TO INCREASE.",41.8870876819021,-87.7649572507278,CENTRALS FINER FOODS,POINT (-87.7649572507278 41.8870876819021),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Broklyn Deli Mart,54295431 W CHICAGO AVE,FALSE,TRUE,FALSE,5429-5431 W Chicago Ave,CHICAGO,IL,60651.0,2024-02-09,Out Of Business,,41.8947700567801,-87.7618900268815,BROKLYN DELI MART,POINT (-87.7618900268815 41.8947700567801),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
