DBA Name,Address,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Vida Salud Y Bienestar,2600 W 47Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2020-04-16,Pass W/ Conditions,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PERSON IN CHARGE WITHOUT CITY OF CHICAGO CERTIFIED MANAGER CERTICATE. INSTD T0 OBTAIN. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED MANAGER ON DUTY WHILE HANDLING POTENTIALLY HAZARDOUS FOODS (PROTEIN SHAKES AND PIES). INSTD TO HAVE ON DUTY AT ALL TIMES. PRIORITY FOUNDATION 7-38-012. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: MISSING THERMOMETER FOR REFRIGERATION UNIT. INSTD TO PROVIDE AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: UNABLE TO LOCATE BACKFLOW DEVICE AT ICE MACHINE FRESH WATER LINE. INSTD TO PROVIDE BACKFLOW DEVICE ACCESSIBLE FOR SERVICE AND MAINTAINENCE.",41.8084685241554,-87.6893881621428,VIDA SALUD Y BIENESTAR,2600 W 47TH ST,POINT (-87.6893881621428 41.8084685241554),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Klark,3947 S Kedzie Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2020-04-10,Pass W/ Conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11: NO PROCEDURE IN PLACE FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTD TO PROVIDE PROCEDURE AND NECESSARY SUPPLIES EFFECTIVE AGAINST NOROVIRUS. PRIORITY FOUNDATION 7-38-005. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments:  4-302.12: MISSING FOOD TEMPERATURE MEASURING DEVICE. INSTD TO PROVIDE AND MAINTAIN.,41.8212098660863,-87.7043401815904,KLARK,3947 S KEDZIE AVE,POINT (-87.7043401815904 41.8212098660863),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Supermercardo Mi Barrios,4359 S Campbell Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2019-03-27,Pass W/ Conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEA CLEAN UP KIT/PROCEDURE ON SITE. MUST PROVIDE PROCEDURE AND EQUIPMENT. PRIORITY FOUNDATION VIOLATION.,41.8139376801675,-87.6869220139874,SUPERMERCARDO MI BARRIOS,4359 S CAMPBELL AVE,POINT (-87.6869220139874 41.8139376801675),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Tbd,2700 W 47Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2019-03-12,Pass W/ Conditions,,41.808429081452,-87.691827623245,TBD,2700 W 47TH ST,POINT (-87.691827623245 41.808429081452),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Saul Grocery Store,2901 W 38Th Pl,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2018-10-04,Pass W/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14(N) NO EMPLOYEE HEALTH POLICY IN PLACE. INSTD TO PROVIDE AND MAINTAIN ON SITE. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-102.14(N) NO EMPLOYEE HEALTH POLICY IN PLACE. INSTD TO PROVIDE AND MAINTAIN ON SITE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-304.11 NO MECHANICAL VENTILATION IN TOILET ROOM. INSTD TO PROVIDE AND MAINTAIN.",41.8235376867715,-87.6971999424699,SAUL GROCERY STORE,2901 W 38TH PL,POINT (-87.6971999424699 41.8235376867715),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Su Primera Lavanderia,4049 S California Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2018-02-15,Pass,,41.8194536800457,-87.6944017448022,SU PRIMERA LAVANDERIA,4049 S CALIFORNIA AVE,POINT (-87.6944017448022 41.8194536800457),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Mercado 43,2557 W Pope John Paul Ii Dr,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2017-11-15,Out Of Business,,41.8155134518795,-87.6893807092868,MERCADO 43,2557 W POPE JOHN PAUL II DR,POINT (-87.6893807092868 41.8155134518795),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Loreto Grocery,4600 S Fairfield Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2017-11-08,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FRONT ICE CREAM FREEZER WITH EXCESSIVE ICE, INSTRUCTED TO DEFROST AND CLEAN.",41.8100014783009,-87.69318135231,LORETO GROCERY,4600 S FAIRFIELD AVE,POINT (-87.69318135231 41.8100014783009),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Fernandez Store,2632 W Pope John Paul Ii Dr,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2015-10-28,Pass,,41.8157100511963,-87.6908181448017,FERNANDEZ STORE,2632 W POPE JOHN PAUL II DR,POINT (-87.6908181448017 41.8157100511963),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
"La Oaxaquena Grocery, Inc.",4448 S Western Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60609.0,2014-04-23,Out Of Business,,41.8124347890749,-87.6846886851961,LA OAXAQUENA GROCERY INC,4448 S WESTERN AVE,POINT (-87.6846886851961 41.8124347890749),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Tampico Club Inc,3800 S Kedzie Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2013-06-21,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS IN POOR REPAIR IN REAR AREA. BROKEN AND MISSING FLOOR TILES, FLOORS VERY UNSTABLE. MUST CORRECT AND MAINTAIN AT ALL TIMES.    | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS IN WASHROOM IN NEED OF DETAIL CLEANING TO REMOVE ALL SPLATTER. HOLES IN WALLS IN NEED OF SEALING. LARGE HOLE ABOVE BAR IN NEED OF REPAIR. MUST CLEAN AND MAINTAIN AT ALL TIMES. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: TOILET ROOM IN NEED OF DETAIL CLEANING AND SANITIZING. MUST CLEAN, SANITIZE AND MAINTAIN AT ALL TIMES.    | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTER IN ALL REAR STORAGE AREAS MUST BE REMOVED AND OR ORGANIZED. MUST CORRECT AND MAINTAIN AT ALL TIMES",41.8243563076082,-87.7045936543129,TAMPICO CLUB INC,3800 S KEDZIE AVE,POINT (-87.7045936543129 41.8243563076082),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Kaps Foods,3557 S California Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2013-01-18,Out Of Business,,41.828383644665,-87.6946201700099,KAPS FOODS,3557 S CALIFORNIA AVE,POINT (-87.6946201700099 41.828383644665),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
La Guadalupana Wholesale Co,4647 S Archer Ave,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2011-12-19,Pass,,41.8090254419436,-87.7122700289227,LA GUADALUPANA WHOLESALE CO,4647 S ARCHER AVE,POINT (-87.7122700289227 41.8090254419436),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
Anthony Grocery Corp.,2845 W 36Th St,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2010-11-24,Out Of Business,,41.828123198268,-87.6965888497115,ANTHONY GROCERY CORP,2845 W 36TH ST,POINT (-87.6965888497115 41.828123198268),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
F & F Foods Inc,3501 W 48Th Pl,TRUE,FALSE,FALSE,CHICAGO,IL,60632.0,2010-07-07,Out Of Business,,41.8054950808824,-87.7113090161296,F F FOODS INC,3501 W 48TH PL,POINT (-87.7113090161296 41.8054950808824),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,
