DBA Name,Address,Inspection Date,Results,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,City,State,Zip,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes
Donya Llc,4738-4746 N Kedzie Ave,2024-09-04,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RUST ON THE WIRE STORAGE RACK IN THE KITCHEN PREP AREA.INSTRUCTED TO REMOVE RUST AND REPAINT OR REPLACE THE SHELVES AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNNECESSARY ITEMS OLD FURNITURE/CONSTRUCTION DEBRIS/WOODEN PALLETS STORED DIRECTLY OUTSIDE THE REAR EXIT DOOR LEADING TO GARBAGE DUMPSTER AREA.INSTRUCTED TO REMOVE UNNECESSARY ITEMS DUE TO POTENTIAL PEST HARBORAGE AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED KITCHEN EXHAUST HOOD SYSTEM NOT WORKING PROPERLY.INSTRUCTED TO REPAIR AND MAINTAIN ADEQUATE VENTILATION FOR KITCHEN EXHAUST HOOD SYSTEM.",41.9677930872174,-87.7086027049243,DONYA LLC,47384746 N KEDZIE AVE,POINT (-87.7086027049243 41.9677930872174),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Elgeeb Grocery,4805 N Pulaski Rd,2024-11-25,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60630.0,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED BUTCHER COOLER AT BUTCHER COUTER NO LONGER IN SERVICE. REPAIR AND MAINTAIN OR REMOVED FROM PREMISES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS UNDER COOLERS UNCLEAN WITH DIRT AND DEBRIS. CLEAN UNDER COOLERS AND MAINTAIN FLOORS UNDER COOLERS AND THROUGHOUT STORE.",41.96840479631,-87.7278855102462,ELGEEB GROCERY,4805 N PULASKI RD,POINT (-87.7278855102462 41.96840479631),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
I & J Market Inc.,4617-4619 N Kedzie Ave,2024-10-30,Pass,TRUE,FALSE,TRUE,CHICAGO,IL,60625.0,"11. FOOD OBTAINED FROM APPROVED SOURCE - Comments: RAW PACKAGED MEATS IN DISPLAY COOLER OFFERED FOR SALE MUST BE PROPERLY LABELED TO INCLUDE SAFE HANDLING INSTRUCTIONS AND MAINTAIN AS REQUIRED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RAW WOOD SHELVES IN THE BASEMENT STORAGE AREAS.INSTRUCTED TO PAINT OR SEAL THE SHELVES AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A TORN DOOR GASKET INSIDE OF THE WALK-IN-COOLER.INSTRUCTED TO REPLACE THE TORN DOOR GASKET AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACKFLOW PREVENTION DEVICE NOT LOCATED AT UTILITY MOP SINK.MUST INSTALL SO BACKFLOW PREVENTION DEVICE MAY BE LOCATED TO BE SERVICED AND MAINTAINED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS UNDERNEATH THE GROCERY DISPLAY SHELVES NOT CLEAN WITH LITTER AND DEBRIS.INSTRUCTED TO CLEAN FLOORS IN DETAIL AND MAINTAIN.",41.965236533374,-87.7082268509851,I J MARKET INC,46174619 N KEDZIE AVE,POINT (-87.7082268509851 41.965236533374),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Lawrence Grocery & Meat,3616 W Lawrence Ave,2016-04-13,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,,41.9684491257638,-87.7189939541921,LAWRENCE GROCERY MEAT,3616 W LAWRENCE AVE,POINT (-87.7189939541921 41.9684491257638),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Lindo Michoacan,3142-3148 W Lawrence Ave,2024-08-23,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,"41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: INSTRUCTED TO PROPERLY STORE ALL WASHCLOTHS IN A SANITIZING SOLUTION ESPECIALLY WHEN NOT IN USE.WIPING CLOTHS MUST BE STORED IN A CLEAN CONTAINER WITH SANITIZING SOLUTION IN PREP AREA.   | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RAW WOOD SHELF IN PRODUCE WALK-IN-COOLER.INSTRUCTED TO PAINT OR SEAL THE SHELF AND MANTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN THE GREASE ON THE OUTSIDE AND INSIDE OF THE DEEP FRYER DETAIL CLEAN THE TOPS/BOTTOMS OF PREP TABLES INCLUDING LEGS OF EQUIPMENTS IN THE CARNITA PREP AREA AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED WATER LEAK AT DRAIN PIPE AT HANDWASHING SINK LOCATED IN SEAFOOD DEPT.INSTRUCTED TO REPAIR PLUMBING LEAK AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CARDBOARD ON THE FLOOR OF THE REAR CARNITA PREP AREA BENEATH THE RUBBER MATS.INSTRUCTED TO REMOVE THE CARDBOARD FROM THE FLOOR AND MAINTAIN FLOORS DRY. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND ORGANIZE REAR BAKERY PREP AREA AND REMOVE UNNECESSARY ARTICLES AND BROKEN EQUIPMENTS STORED ON SHELF DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE MOPS,BROOMS CLEANING EQUIPMENTS OFF THE FLOOR AT LEAST 6"" INCHES TO FACILITATE CLEANING.(NO MILK CRATES TO BE USED FOR ELEVATING STOCK ITEMS).",41.9685727721239,-87.707787701272,LINDO MICHOACAN,31423148 W LAWRENCE AVE,POINT (-87.707787701272 41.9685727721239),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
"Mona Food Mart,Inc.",3334 W Lawrence Ave,2017-06-06,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Observed raw wooden surfaces behind the front counter. Instructed to seal raw wooden surfaces using a non-toxic finish and maintain.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed holes on wall inside the electrical closet. Instructed to seal holes and maintain. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Observed cluttered conditions inside the rear electric closet,at rear storage area.Instructed to remove unnecessary articles due to potential pest-harborage and maintain.",41.9685232668038,-87.7122953522605,MONA FOOD MARTINC,3334 W LAWRENCE AVE,POINT (-87.7122953522605 41.9685232668038),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Naguara Arepas & Supermarket,3434-3440 W Montrose Ave,2025-04-07,Pass,FALSE,TRUE,TRUE,CHICAGO,IL,60618.0,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-307.11 OBSERVED NO SPLASH GUARD BETWEEN EXPOSED HAND SINK AND DRAINBOARD OF 3 COMPARTMENT SINK IN HOT FOOD PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO INSTALL A WASHABLE SPLASHGUARD AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARDBOARD BEING USED AS LINER ON STORAGE SHELVES IN WALK-IN COOLER IN THE REAR. INSTRUCTED THE PERSON IN CHARGE TO REMOVE ALL CARDBOARD AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED TRASH RECEPTACLE IN BOTH ALL GENDER TOILET ROOMS. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE COVERED TRASH RECEPTACLES FOR BOTH ALL GENDER TOILET ROOMS AND MAINTAIN.",41.9612209022683,-87.7145844935118,NAGUARA AREPAS SUPERMARKET,34343440 W MONTROSE AVE,POINT (-87.7145844935118 41.9612209022683),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Pj Nicky'S  Fruit Market,3657 W Lawrence Ave,2015-08-14,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LOW WATER PRESSURE AT 3 COMPARTMENT MOP SINK, INSTRUCTED TO INCREASE WATER PRESSURE,",41.9682141044518,-87.7205545877136,PJ NICKYS FRUIT MARKET,3657 W LAWRENCE AVE,POINT (-87.7205545877136 41.9682141044518),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Ryan Foods Store,4900 N Pulaski Rd,2020-10-27,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60630.0,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-203.13  OBSERVED NO MOP SINK ON THE PREMISES. MANAGEMENT INSTRUCTED TO INSTALL.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-304.11  OBSERVED NO VENTILATION FAN IN THE WASHROOM. MANAGEMENT INSTRUCTED TO INSTALL.,41.9701523763883,-87.7282304079198,RYAN FOODS STORE,4900 N PULASKI RD,POINT (-87.7282304079198 41.9701523763883),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
T & C Grocery Market 1 Inc.,4754 N Bernard St,2025-04-11,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11--OBSERVED A TORN DOOR GASKET INSIDE OF THE 2 DOOR MILK COOLER.INSTRUCTED TO REPLACE THE TORN DOOR GASKET AND MAINTAIN.",41.968182053062,-87.7147280450969,T C GROCERY MARKET 1 INC,4754 N BERNARD ST,POINT (-87.7147280450969 41.968182053062),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Target Store T3314,4631 W Foster Ave,2020-10-06,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60630.0,43. IN-USE UTENSILS: PROPERLY STORED - Comments: 3-304.12  OBSERVED THE ICE SCOOP STORED ON TOP OF THE ICE MACHINE. MANAGEMENT INSTRUCTED TO STORE THE ICE SCOOP IN A CLEAN CONTAINER OUTSIDE OF THE ICE BIN.,41.9752598896149,-87.7442136773505,TARGET STORE T3314,4631 W FOSTER AVE,POINT (-87.7442136773505 41.9752598896149),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Wilson & Kedzie Food,4553 N Kedzie Ave,2021-05-14,Pass,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,,41.964560982284500,-87.708203531794,WILSON KEDZIE FOOD,4553 N KEDZIE AVE,POINT (-87.708203531794 41.964560982284496),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Eagle Fruit & Grocery Co,3023-25 W Lawrence Ave,2017-12-18,Out Of Business,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REMOVE EXCESSIVE ICE BUILD-UP INSIDE THE ICE CREAM FREEZER AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN FAN COVERS AND SHELVINGS INSIDE THE WALK-IN-COOLER AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO ELEVATE STOCK ITEMS/SUPPLIES AT LEAST 6"" INCHES OFF THE FLOOR/WALL FOR EASIER CLEANING AND MAINTAIN.",41.9683780078765,-87.7045143936341,EAGLE FRUIT GROCERY CO,302325 W LAWRENCE AVE,POINT (-87.7045143936341 41.9683780078765),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Meldi Grocery Store Inc.,3838 W Lawrence Ave,2015-08-11,Out Of Business,TRUE,FALSE,FALSE,CHICAGO,IL,60625.0,,41.9683875617269,-87.724759540125,MELDI GROCERY STORE INC,3838 W LAWRENCE AVE,POINT (-87.724759540125 41.9683875617269),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Ali Baba Gifts & Grocery Inc.,4215 W Lawrence Ave,2017-10-23,Out Of Business,TRUE,FALSE,FALSE,CHICAGO,IL,60630.0,,41.9680687621779,-87.7336254579343,ALI BABA GIFTS GROCERY INC,4215 W LAWRENCE AVE,POINT (-87.7336254579343 41.9680687621779),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
"Gourmet Gram,Filet Gram & Gram",4664 N Lowell Ave,2022-06-17,Out Of Business,TRUE,FALSE,FALSE,CHICAGO,IL,60630.0,,41.96622832546,-87.7366812356965,GOURMET GRAMFILET GRAM GRAM,4664 N LOWELL AVE,POINT (-87.7366812356965 41.96622832546),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Lawrence Grocers,4111 W Lawrence Ave,2020-03-24,Out Of Business,TRUE,FALSE,FALSE,CHICAGO,IL,60630.0,,41.968098637821,-87.7309722516531,LAWRENCE GROCERS,4111 W LAWRENCE AVE,POINT (-87.7309722516531 41.968098637821),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
Seattle Suttons Healthy Eating,2946 W Montrose Ave,2020-03-20,Out Of Business,TRUE,FALSE,FALSE,CHICAGO,IL,60618.0,,41.9613324190276,-87.7027844262786,SEATTLE SUTTONS HEALTHY EATING,2946 W MONTROSE AVE,POINT (-87.7027844262786 41.9613324190276),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,
